id,Name,public_category_label,public_status_label,PrimaryLanguage,FirstReleaseYear,Status,ActivitySignal,rendering_generation,ecosystem,era,RenderingSurface,DisplayDependency,EngineFamily,RenderingModel,InteractionModel,Extensibility,MaturityScore,Confidence,LineageSoftware,LineageConcept,LineageConfidence,PrimarySource,explorer_summary,RenderingModelGroup,EngineGroup,EngineImplementationClass,InteractionComplexity,SemanticLayer,WorkspaceModel,RuntimeEnvironment,HostPlatform,EcosystemFamily,EcosystemContext,ImplementationStyle,PublicMaturityLabel,PublicLifecycleLabel,Notes,nearest_neighbors_v6,representative_set_v6,structural_identity_v6
term_terra_terminal,Terra Terminal,Desktop terminal,Legacy,Python,,Legacy,archived,text_grid_cpu,gnome_ecosystem,unknown_epoch,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,1,source_grounded_v6,vte_based,vte,model_defined,https://gitlab.com/sharan/terra-terminal,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,managed_or_application_language,Legacy,archived_or_legacy,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_tess,Tess,Document-oriented terminal,Maintained,TypeScript,2022,Active,active,dom_document,web_ecosystem,workflow_gpu_maturation,browser_embedded,web_runtime,web_runtime_engine,dom_document,document_oriented,document_semantics,2,source_grounded_v6,web_runtime_stack,web_runtime,model_defined,https://github.com/Squitch1/Tess,dom document · web runtime engine · document oriented · document semantic layer,dom_document,web_runtime_stack,web_runtime,document_oriented,document,none,web_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Maintained,active,dom document · web runtime engine · document oriented · document semantic layer,"[{'id': 'term_domterm', 'Name': 'DomTerm', 'similarity': 1.0}, {'id': 'term_electerm', 'Name': 'Electerm', 'similarity': 0.7}, {'id': 'term_hyper', 'Name': 'Hyper', 'similarity': 0.7}, {'id': 'term_tabby', 'Name': 'Tabby', 'similarity': 0.7}, {'id': 'term_wave_terminal', 'Name': 'Wave Terminal', 'similarity': 0.7}]",[],dom_document + web_runtime_engine + document_oriented
term_cool_retro_term,Cool Retro Term,Classic terminal,Maintained,QML,2014,Maintained,dormant,text_grid_cpu,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,classic_tty,standard_terminal,2,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://github.com/Swordfish90/cool-retro-term,text grid cpu · reused widget engine · classic tty,text_grid_cpu,qt_based,qt_terminal_widget,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,managed_or_application_language,Maintained,inactive_or_dormant,text grid cpu · reused widget engine · classic tty,"[{'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 1.0}, {'id': 'term_tek4010', 'Name': 'Tek4010', 'similarity': 1.0}, {'id': 'term_termite', 'Name': 'Termite', 'similarity': 1.0}, {'id': 'term_aixterm', 'Name': 'aixterm', 'similarity': 1.0}, {'id': 'term_aterm', 'Name': 'aterm', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + classic_tty
term_alacritty,Alacritty,GPU-native terminal,Active,Rust,2016,Active,active,gpu_accelerated,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/alacritty/alacritty,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · classic tty,"[{'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_rio', 'Name': 'Rio', 'similarity': 1.0}, {'id': 'term_darktile', 'Name': 'darktile', 'similarity': 1.0}, {'id': 'term_wayst', 'Name': 'wayst', 'similarity': 1.0}, {'id': 'term_zerotty', 'Name': 'zerotty', 'similarity': 1.0}]","['recommended_10', 'expanded_12']",gpu_accelerated + custom_engine + classic_tty
term_cosmic_terminal,COSMIC Terminal,GPU-native terminal,Active,Rust,2024,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,multiplexed_ui,standard_terminal,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/pop-os/cosmic-term,gpu accelerated · custom engine · multiplexed ui,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · multiplexed ui,"[{'id': 'term_contour', 'Name': 'Contour', 'similarity': 1.0}, {'id': 'term_ghostty', 'Name': 'Ghostty', 'similarity': 1.0}, {'id': 'term_kitty', 'Name': 'Kitty', 'similarity': 1.0}, {'id': 'term_wezterm', 'Name': 'WezTerm', 'similarity': 1.0}, {'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}]",[],gpu_accelerated + custom_engine + multiplexed_ui
term_rio,Rio,GPU-native terminal,Active,Rust,2023,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/raphamorim/rio,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · classic tty,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 1.0}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_darktile', 'Name': 'darktile', 'similarity': 1.0}, {'id': 'term_wayst', 'Name': 'wayst', 'similarity': 1.0}, {'id': 'term_zerotty', 'Name': 'zerotty', 'similarity': 1.0}]",['expanded_12'],gpu_accelerated + custom_engine + classic_tty
term_warp,Warp,GPU-native terminal,Active,Rust,2020,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,workflow_augmented,workflow_workspace,2,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://www.warp.dev/,gpu accelerated · custom engine · workflow augmented · workflow semantic layer,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,workflow_augmented,workflow,workspace_orchestrated,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · workflow augmented · workflow semantic layer,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}, {'id': 'term_cosmic_terminal', 'Name': 'COSMIC Terminal', 'similarity': 0.7}, {'id': 'term_contour', 'Name': 'Contour', 'similarity': 0.7}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 0.7}, {'id': 'term_ghostty', 'Name': 'Ghostty', 'similarity': 0.7}]",[],gpu_accelerated + custom_engine + workflow_augmented
term_wezterm,WezTerm,GPU-native terminal,Active,Rust,2019,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,multiplexed_ui,session_grouping,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/wezterm/wezterm,gpu accelerated · custom engine · multiplexed ui,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · multiplexed ui,"[{'id': 'term_cosmic_terminal', 'Name': 'COSMIC Terminal', 'similarity': 1.0}, {'id': 'term_contour', 'Name': 'Contour', 'similarity': 1.0}, {'id': 'term_ghostty', 'Name': 'Ghostty', 'similarity': 1.0}, {'id': 'term_kitty', 'Name': 'Kitty', 'similarity': 1.0}, {'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}]",[],gpu_accelerated + custom_engine + multiplexed_ui
term_extraterm,Extraterm,Document-oriented terminal,Active,TypeScript,2016,Active,active,text_grid_cpu,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,document_oriented,session_grouping,3,source_grounded_v6,qt_based,qt_terminal_widget,model_defined,https://github.com/sedwards2009/extraterm,text grid cpu · reused widget engine · document oriented · document semantic layer,text_grid_cpu,qt_based,qt_terminal_widget,document_oriented,document,session_grouping,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,managed_or_application_language,Active,active,text grid cpu · reused widget engine · document oriented · document semantic layer,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 0.7}, {'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 0.7}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 0.7}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 0.7}, {'id': 'term_final_term', 'Name': 'Final Term', 'similarity': 0.7}]","['recommended_10', 'expanded_12']",text_grid_cpu + reused_widget_engine + document_oriented
term_tabby,Tabby,Web/runtime terminal,Active,TypeScript,2019,Active,active,dom_document,web_ecosystem,workflow_gpu_maturation,browser_embedded,electron,web_runtime_engine,dom_document,multiplexed_ui,session_grouping,3,source_grounded_v6,electron_web_stack,electron,model_defined,https://github.com/Eugeny/tabby,dom document · web runtime engine · multiplexed ui,dom_document,electron_web_stack,electron,multiplexed_ui,none,session_grouping,electron_runtime,unix_linux_desktop,web_ecosystem,web_ecosystem,managed_or_application_language,Active,active,dom document · web runtime engine · multiplexed ui,"[{'id': 'term_electerm', 'Name': 'Electerm', 'similarity': 1.0}, {'id': 'term_hyper', 'Name': 'Hyper', 'similarity': 1.0}, {'id': 'term_domterm', 'Name': 'DomTerm', 'similarity': 0.7}, {'id': 'term_tess', 'Name': 'Tess', 'similarity': 0.7}, {'id': 'term_wave_terminal', 'Name': 'Wave Terminal', 'similarity': 0.7}]",[],dom_document + web_runtime_engine + multiplexed_ui
term_black_box,Black Box,Desktop terminal,Active,Vala,2021,Active,active,text_grid_cpu,gnome_ecosystem,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,3,source_grounded_v6,vte_based,vte,model_defined,https://gitlab.gnome.org/raggesilver/blackbox,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,managed_or_application_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}, {'id': 'term_konsole', 'Name': 'Konsole', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_final_term,Final Term,Workflow terminal,Legacy,Vala,2013,Legacy,archived,text_grid_cpu,standalone,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,workflow_augmented,standard_terminal,1,source_grounded_v6,terminal_widget_toolkit,generic_terminal_widget,model_defined,https://github.com/p-e-w/finalterm,text grid cpu · reused widget engine · workflow augmented · workflow semantic layer,text_grid_cpu,terminal_widget_toolkit,generic_terminal_widget,workflow_augmented,workflow,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,managed_or_application_language,Legacy,archived_or_legacy,text grid cpu · reused widget engine · workflow augmented · workflow semantic layer,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 0.7}, {'id': 'term_cool_retro_term', 'Name': 'Cool Retro Term', 'similarity': 0.7}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 0.7}, {'id': 'term_eterm', 'Name': 'Eterm', 'similarity': 0.7}, {'id': 'term_extraterm', 'Name': 'Extraterm', 'similarity': 0.7}]",[],text_grid_cpu + reused_widget_engine + workflow_augmented
term_pantheon_terminal,Pantheon Terminal,Desktop terminal,Active,Vala,2014,Active,active,text_grid_cpu,elementary_ecosystem,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,standard_terminal,2,source_grounded_v6,vte_based,vte,model_defined,https://github.com/elementary/terminal,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,none,native_runtime,unix_linux_desktop,desktop_ecosystem,elementary_ecosystem,managed_or_application_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_tilix,Tilix,Desktop terminal,Active,D,2016,Active,active,text_grid_cpu,gnome_ecosystem,gpu_and_web_divergence,x11_wayland_native,native_gui_stack,reused_widget_engine,text_grid_cpu,multiplexed_ui,session_grouping,3,source_grounded_v6,vte_based,vte,model_defined,https://github.com/gnunn1/tilix,text grid cpu · reused widget engine · multiplexed ui,text_grid_cpu,vte_based,vte,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,desktop_ecosystem,gnome_ecosystem,native_systems_language,Active,active,text grid cpu · reused widget engine · multiplexed ui,"[{'id': 'term_black_box', 'Name': 'Black Box', 'similarity': 1.0}, {'id': 'term_deepin_terminal', 'Name': 'Deepin Terminal', 'similarity': 1.0}, {'id': 'term_gnome_console_kgx', 'Name': 'GNOME Console', 'similarity': 1.0}, {'id': 'term_gnome_terminal', 'Name': 'GNOME Terminal', 'similarity': 1.0}, {'id': 'term_guake', 'Name': 'Guake', 'similarity': 1.0}]",[],text_grid_cpu + reused_widget_engine + multiplexed_ui
term_zerotty,zerotty,GPU-native terminal,Experimental,Zig,,Active,active,gpu_accelerated,standalone,unknown_epoch,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,classic_tty,standard_terminal,0,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/PaNDa2code/zerotty,gpu accelerated · custom engine · classic tty,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,classic_tty,none,none,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Experimental,active,gpu accelerated · custom engine · classic tty,"[{'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 1.0}, {'id': 'term_foot', 'Name': 'Foot', 'similarity': 1.0}, {'id': 'term_rio', 'Name': 'Rio', 'similarity': 1.0}, {'id': 'term_darktile', 'Name': 'darktile', 'similarity': 1.0}, {'id': 'term_wayst', 'Name': 'wayst', 'similarity': 1.0}]",[],gpu_accelerated + custom_engine + classic_tty
term_ghostty,Ghostty,GPU-native terminal,Active,Zig,2024,Active,active,gpu_accelerated,standalone,workflow_gpu_maturation,x11_wayland_native,native_gui_stack,custom_engine,gpu_accelerated,multiplexed_ui,session_grouping,3,source_grounded_v6,custom_gpu_engine,custom_gpu_or_renderer,model_defined,https://github.com/ghostty-org/ghostty,gpu accelerated · custom engine · multiplexed ui,gpu_accelerated,custom_gpu_engine,custom_gpu_or_renderer,multiplexed_ui,none,session_grouping,native_runtime,unix_linux_desktop,standalone_or_independent,standalone,modern_systems_language,Active,active,gpu accelerated · custom engine · multiplexed ui,"[{'id': 'term_cosmic_terminal', 'Name': 'COSMIC Terminal', 'similarity': 1.0}, {'id': 'term_contour', 'Name': 'Contour', 'similarity': 1.0}, {'id': 'term_kitty', 'Name': 'Kitty', 'similarity': 1.0}, {'id': 'term_wezterm', 'Name': 'WezTerm', 'similarity': 1.0}, {'id': 'term_alacritty', 'Name': 'Alacritty', 'similarity': 0.7}]",[],gpu_accelerated + custom_engine + multiplexed_ui
